Name,Value,Timestamp,Step
"lr_0",1.2349791950158995e-05,1613809004526,30
"mom_0",0.9413023000519176,1613809004526,30
"eps_0",1e-05,1613809004526,30
"wd_1",0.01,1613809004526,30
"sqr_mom_1",0.99,1613809004526,30
"lr_1",1.2349791950158995e-05,1613809004526,30
"mom_1",0.9413023000519176,1613809004526,30
"eps_1",1e-05,1613809004526,30
"wd_2",0.01,1613809004526,30
"sqr_mom_2",0.99,1613809004526,30
"lr_2",0.00012349791950158997,1613809004526,30
"mom_2",0.9413023000519176,1613809004526,30
"eps_2",1e-05,1613809004526,30
"train_loss",0.4373173,1613809005408,31
"raw_loss",0.54372275,1613809005408,31
"wd_0",0.01,1613809005408,31
"sqr_mom_0",0.99,1613809005408,31
"lr_0",1.289757613462115e-05,1613809005408,31
"mom_0",0.9407316915264362,1613809005408,31
"eps_0",1e-05,1613809005408,31
"wd_1",0.01,1613809005408,31
"sqr_mom_1",0.99,1613809005408,31
"lr_1",1.289757613462115e-05,1613809005408,31
"mom_1",0.9407316915264362,1613809005408,31
"eps_1",1e-05,1613809005408,31
"wd_2",0.01,1613809005408,31
"sqr_mom_2",0.99,1613809005408,31
"lr_2",0.0001289757613462115,1613809005408,31
"mom_2",0.9407316915264362,1613809005408,31
"eps_2",1e-05,1613809005408,31
"train_loss",0.43241844,1613809006299,32
"raw_loss",0.31812888,1613809006299,32
"wd_0",0.01,1613809006299,32
"sqr_mom_0",0.99,1613809006299,32
"lr_0",1.3460933873494347e-05,1613809006299,32
"mom_0",0.9401448605484434,1613809006299,32
"eps_0",1e-05,1613809006299,32
"wd_1",0.01,1613809006299,32
"sqr_mom_1",0.99,1613809006299,32
"lr_1",1.3460933873494347e-05,1613809006299,32
"mom_1",0.9401448605484434,1613809006299,32
"eps_1",1e-05,1613809006299,32
"wd_2",0.01,1613809006299,32
"sqr_mom_2",0.99,1613809006299,32
"lr_2",0.00013460933873494347,1613809006299,32
"mom_2",0.9401448605484434,1613809006299,32
"eps_2",1e-05,1613809006299,32
"train_loss",0.42130926,1613809007180,33
"raw_loss",0.15643124,1613809007180,33
"wd_0",0.01,1613809007180,33
"sqr_mom_0",0.99,1613809007180,33
"lr_0",1.4039643418380948e-05,1613809007180,33
"mom_0",0.9395420381058531,1613809007180,33
"eps_0",1e-05,1613809007180,33
"wd_1",0.01,1613809007180,33
"sqr_mom_1",0.99,1613809007180,33
"lr_1",1.4039643418380948e-05,1613809007180,33
"mom_1",0.9395420381058531,1613809007180,33
"eps_1",1e-05,1613809007180,33
"wd_2",0.01,1613809007180,33
"sqr_mom_2",0.99,1613809007180,33
"lr_2",0.0001403964341838095,1613809007180,33
"mom_2",0.9395420381058531,1613809007180,33
"eps_2",1e-05,1613809007180,33
"train_loss",0.42380375,1613809008063,34
"raw_loss",0.4845361,1613809008063,34
"wd_0",0.01,1613809008063,34
"sqr_mom_0",0.99,1613809008063,34
"lr_0",1.4633472960142029e-05,1613809008063,34
"mom_0",0.9389234656665186,1613809008063,34
"eps_0",1e-05,1613809008063,34
"wd_1",0.01,1613809008063,34
"sqr_mom_1",0.99,1613809008063,34
"lr_1",1.4633472960142029e-05,1613809008063,34
"mom_1",0.9389234656665186,1613809008063,34
"eps_1",1e-05,1613809008063,34
"wd_2",0.01,1613809008063,34
"sqr_mom_2",0.99,1613809008063,34
"lr_2",0.0001463347296014203,1613809008063,34
"mom_2",0.9389234656665186,1613809008063,34
"eps_2",1e-05,1613809008063,34
"train_loss",0.41805306,1613809008960,35
"raw_loss",0.27521008,1613809008960,35
"wd_0",0.01,1613809008960,35
"sqr_mom_0",0.99,1613809008960,35
"lr_0",1.524218452536167e-05,1613809008960,35
"mom_0",0.9382893911194149,1613809008960,35
"eps_0",1e-05,1613809008960,35
"wd_1",0.01,1613809008960,35
"sqr_mom_1",0.99,1613809008960,35
"lr_1",1.524218452536167e-05,1613809008960,35
"mom_1",0.9382893911194149,1613809008960,35
"eps_1",1e-05,1613809008960,35
"wd_2",0.01,1613809008960,35
"sqr_mom_2",0.99,1613809008960,35
"lr_2",0.0001524218452536167,1613809008960,35
"mom_2",0.9382893911194149,1613809008960,35
"eps_2",1e-05,1613809008960,35
"train_loss",0.4162518,1613809009850,36
"raw_loss",0.37063873,1613809009850,36
"wd_0",0.01,1613809009850,36
"sqr_mom_0",0.99,1613809009850,36
"lr_0",1.5865538513507337e-05,1613809009850,36
"mom_0",0.9376400640484298,1613809009850,36
"eps_0",1e-05,1613809009850,36
"wd_1",0.01,1613809009850,36
"sqr_mom_1",0.99,1613809009850,36
"lr_1",1.5865538513507337e-05,1613809009850,36
"mom_1",0.9376400640484298,1613809009850,36
"eps_1",1e-05,1613809009850,36
"wd_2",0.01,1613809009850,36
"sqr_mom_2",0.99,1613809009850,36
"lr_2",0.0001586553851350734,1613809009850,36
"mom_2",0.9376400640484298,1613809009850,36
"eps_2",1e-05,1613809009850,36
"train_loss",0.4159712,1613809010753,37
"raw_loss",0.40873313,1613809010753,37
"wd_0",0.01,1613809010753,37
"sqr_mom_0",0.99,1613809010753,37
"lr_0",1.6503285225903715e-05,1613809010753,37
"mom_0",0.9369757445563502,1613809010753,37
"eps_0",1e-05,1613809010753,37
"wd_1",0.01,1613809010753,37
"sqr_mom_1",0.99,1613809010753,37
"lr_1",1.6503285225903715e-05,1613809010753,37
"mom_1",0.9369757445563502,1613809010753,37
"eps_1",1e-05,1613809010753,37
"wd_2",0.01,1613809010753,37
"sqr_mom_2",0.99,1613809010753,37
"lr_2",0.00016503285225903715,1613809010753,37
"mom_2",0.9369757445563502,1613809010753,37
"eps_2",1e-05,1613809010753,37
"train_loss",0.4161491,1613809011649,38
"raw_loss",0.42082283,1613809011649,38
"wd_0",0.01,1613809011649,38
"sqr_mom_0",0.99,1613809011649,38
"lr_0",1.715516909610041e-05,1613809011649,38
"mom_0",0.9362966988582287,1613809011649,38
"eps_0",1e-05,1613809011649,38
"wd_1",0.01,1613809011649,38
